company_name,company_size,description,founded,headquarters,image,industry,name,num_employees,phone,specialties,type,website
"americanfreightways
",11-50 employees,"American Freightways is a leading logistics provider with proven expertise in the logistics industry. We strive to provide our customers with seamless and cost-effective solutions for their transportation needs by offering a wide range of services in various segments of the logistics industry.

American Freightways is one of the prominent freight companies in the United States. We offer one of the best logistics services in the US. We work to bring value to our customers and carriers through professional transportation services, our freight forwarding services are on time. Our freight shipping services range from trucking large and heavy loads to trucking smaller shipments. American Freightways gives you efficient, reliable and fast trucking services.

Working to fulfill the needs of our customers, we provide trucking, dedicated fleets, freight forwarding services, freight shipping and logistics solutions.

The Company’s mission is to continue to earn a reputation of integrity, service and diversity that is unmatched in our industry. We hold true the value of hiring, developing and retaining the best employees in the industry. Our management provides an open and innovative environment that promotes professional and personal growth. Our main goal is to be a single point of contact for you in today's demanding marketplace. We will focus on the most efficient and timely method to keep your business moving forward. Contact your national sales coordinator for more information.",,"San Diego, CA",https://media.licdn.com/dms/image/C4E0BAQGWjAfmokGpNQ/company-logo_400_400/0?e=1583971200&v=beta&t=HEihp6bT9mEWva5kikbRK9rRVKcJLYs65rDHVNYqxyE,Logistics & Supply Chain,American Freightways,8.0,"(866) 326-5902
        

          Phone number is (866) 326-5902","Freight Shipping, Freight Forwarding, Logistics, FTL, LTL, Trucking, Heavy Haul, Auto Transport, Sprinter Van Services, and Freight Management",Privately Held,http://www.americanfreightways.net
"americanhealth
",51-200 employees,"American Health is a company dedicated to improving global healthcare. Our mission is to provide health care education to medical and nursing professionals.  We provide the participants of our programs with the knowledge to enhance their skills and provide exceptional patient care that meets international standards in medical care. American Health provides health care development programs for doctors and nurses. American Health also provides training for Emergency Medical Technicians and Paramedics, including customized and comprehensive programs designed to provide basic and advanced academic and clinical education and experience.",2010,"New York, New York",https://media.licdn.com/dms/image/C560BAQGJVwmKBBzcCg/company-logo_400_400/0?e=1583971200&v=beta&t=TSogTxU7Xf9mcoVkRT1AKnCECWfT5GSnSJzJRzyPOJM,"Health, Wellness & Fitness",AmericanHealth,,,Healthcare Development and Healthcare Education,Privately Held,http://www.americanhealthnyc.com
"americasexecutions
",11-50 employees,"One of the leading trade desks on the floor of the NYSE.
----------------------
Americas Executions (AmerX) is proud to be one of the first investment banks in the blockchain technology space.  We combine big-bank global reach and services with the personal attention of a boutique investment firm.

AmerX is registered and licensed to do business in the U.S. and serves clients in over 50 countries around the world, bringing our expertise in the blockchain environment to issuers and investors across the globe.

AmerX is a member of the New York Stock Exchange and a SEC and FINRA-registered broker-dealer. We are one of the largest trading operations on the Floor. Our team has decades of cumulative experience in fast-moving financial markets.  We serve both public and private companies, and maintain a large global client base of both accredited individuals and institutional investors.
----------------------
For more on Terms, Conditions and other disclosures, please see: https://www.amerx.com/terms-conditions",2015,"New York, NY",https://media.licdn.com/dms/image/C4D0BAQF0QFz9Zhuj7w/company-logo_400_400/0?e=1583971200&v=beta&t=rufcmgLedUzWqrM4YpIHznG_zLa3bLASHKIESmFyyQ4,Financial Services,"Americas Executions ""AmerX""​",12.0,"646-979-8000
        

          Phone number is 646-979-8000","Security Token Offerings (STOs), Traditional Equity, and Blockchain",Privately Held,http://www.amerx.com
"americrane
",2-10 employees,"Americrane is a company based out of 1107 Rhodes Draw, Kalispell, Montana, United States.",,"Kalispell, Montana",,,,,,,,
"amplas
",,"Amplas is a machinery company based out of Av Severino Senhori, 468, Ponte Preta, Rio Grande Do Sul, Brazil.",,"Ponte Preta, Rio Grande Do Sul",,Machinery,,,,,,http://amplas.ind.br
"amtech
",51-200 employees,"The Specialist IT Brand within the Angela Mortimer Plc Group - Quality Recruitment Solutions. 

Contract and permanent resource UK wide across the technical spectrum. As a part of a multinational plc we provide a stable platform for an agile approach. 

Our clients benefit from:
- Rapid response to network, desktop and server engineers from our pre-qualified bench
- Working closely with hiring managers to produce detailed technical specifications
- Ability to provide high quality services for either single requirements or multiple vacancies
- Provision of managed resource solutions

AMTech operate across the following technical disciplines:
- Development
- Infrastructure
- Project Management
- Testing
- Senior Management

Our Philosophy

The core Angela Mortimer business provides high level office support staff, secretaries and PAs, whilst some of our other niche brands expertise in legal, HR, media and design. Regardless of sector, the same philosophy applies across the entire business. Through our unique and proven process of matching the dynamics of your company, the technical specification, the scope of the role, and our candidates, we give you the opportunity to do more than just fill a position. We give you the chance to make your company even better.

Matching Dynamics

The ability to really match people to jobs is an art no computer can manage. This is why we rely on the people skills and experience of our consultants. All AMTech consultants have been trained by Angela Mortimer herself in her unique techniques that she has evolved and refined over 30 years for interviewing, specification taking and matching dynamics. The depth of questioning of both our clients and candidates enables us to achieve our results.",2002,,https://media.licdn.com/dms/image/C4D0BAQEBseqevfOsWg/company-logo_400_400/0?e=1583971200&v=beta&t=iq_zX8XS1QHANMVOJZCQKLMqw0e6ixGkiA69TGcJQlo,Staffing & Recruiting,AMTech (Angela Mortimer Technology),155.0,,"Infrastructure / Support, Resource Solutions, Managed Services, Break Fix, Project / Programme Management, IT Recruitment, and Web / Software Development",Privately Held,http://www.amtech-group.co.uk
"analaboratories
",11-50 employees,"Ana Laboratories was established in 16 July 1969, and we have successfully completed 47 years in 2015, we have been in the field of chemical analysis and we are a leading public analytical laboratory in India. 

Dr. Arun J. Potdar, who has a vast experience and knowledge in the field of analytical chemistry, has a vision to make the universe safe and secure and hence, he started the laboratory in 1969.

Today we are equipped with most advanced technology namely GCMS, LCMS,  ICP OES to name a few to deliver high precision analytical results as per international standards to our clients.

We began our modest journey with premises no 15 in M.K. Brothers Industrial Estate, Jarimari, Andheri east in 1969. 

Today we own premises no 16 and 17 also, to deliver most advanced and accurate analytical results and services to our esteemed clients using cutting edge technology by using advanced instruments.

We have acquired about 10,000 sqft area in Kalyan, Mumbai where we intent to start GLP lab with collaboration with to give more accurate & precise services to domestic and international clients.

We also have our corporate office in Boomrang, Chandivali, Mumbai which is dedicated for board meetings, client visits, seminars, presentations and other administrative functions. 

We are NABL Accreditated and FDA Maharashtra approved laboratory with ISO and HACCP certified.",1969,"Mumbai, Maharashtra",https://media.licdn.com/dms/image/C4E0BAQGUvJJ99qglxg/company-logo_400_400/0?e=1583971200&v=beta&t=7ZGCCDgnOuQozSMUXrMHMGUdgv3F_oZ62C_T12xuXGE,Chemicals,ANA LABORATORIES,1.0,,"ICP OES for heavy metal analysis, LCMS for identification and quantification of impurities at PPB level, HPLC for routine analysis for pharma, pesticides, vitamin and food, and GCMS for identification and quantification of impurities at PPB level for pharma, pesticides, vitamin, food & fragrances",Partnership,http://www.analaboratories.co.in
"anakam
","5,001-10,000 employees","In October 2010, Anakam was acquired by Equifax Inc. Since that time, we have worked to integrate Anakam’s award-winning software and services with Equifax’s industry-leading solutions for identity proofing, risk-based authentication, and deep investments in risk analysis. The integrated offering is known as ‘Anakam Identity Services’ as a part of Equifax Technology and Analytical Services division. 

Anakam Identity Services offers global customers a comprehensive policy-based platform that establishes trust and mitigates risk as enterprises move manual or face-to-face business processes online and into public and private cloud environments. Anakam Identity Services offerings are unique in the industry, providing progressive multi-channel capabilities that enable secure, trusted eBusiness to very large user-communities in a single platform. The suite includes two-factor authentication, remote identity proofing and verification, and professional credentialing.",,"Arlington, VA",https://media.licdn.com/dms/image/C4E0BAQGw7rO_rvT4Sw/company-logo_400_400/0?e=1583971200&v=beta&t=8vt6yD5jGgVhLhPQzxP1S1Ys8Rl_cnemtxEVwAmwJaA,Information Technology & Services,Anakam,9.0,,"two factor authentication, identity management, software, healthcare, government, e-commerce, banking, social networking, education, and identity proofing",Public Company,http://www.anakam.com
"anatrope
",2-10 employees,"Anatrope provides next generation fleet management, geofencing, and fee collection technology for personal and commercial automobiles. Our sensors detect always-on features in vehicles to provide easily integrated automotive solutions. Feel free to contact us regarding potential business opportunities.",2015,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Automotive,Anatrope,2.0,,,Privately Held,http://www.anatrope.com
"andas
",,Andas is an insurance company based out of Costa Rica.,,,,Insurance,,,,,,http://andascostarica.com
"andas
",,Andas is an insurance company based out of Costa Rica.,,,,Insurance,,,,,,http://andascostarica.com
"andromedia
",2-10 employees,"Andromedia is a small belorussian based company with focus on Web 2.0 internet startups.

We provide following services:
Ruby on Rails agile development, Web development, Facebook, Twitter, Shopify, Vkontakte, Tripit integrations, iPhone/iPad applications development",2009,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Information Technology & Services,Andromedia,31.0,,"Web / Internet development, offsource, iPhone / iPad development, Android, and Ruby on Rails",Privately Held,http://andromedia.by
"anzus
",2-10 employees,"Anzus is a company based out of Po Box 2125, El Granada, CA, United States.",,"El Granada, CA",,,,,,,,
"apastra
",2-10 employees,"Apastra is solving the biggest problems facing custom manufacturing today, connecting product makers and their ideal supply chain. The mission is simple: To accelerate product time to market while minimizing cost for makers, and to maximize capacity utilization for suppliers.

Apastra provides a platform solution that focuses on multi-party communication and collaboration, effective project management, and optimal vendor partnership selection. Makers can connect to suppliers that are optimally suited to the success of their product at various stages including design/engineering, prototyping, scaled manufacturing, custom packaging and logistics.

“We at Apastra believe the existing methods of sourcing custom supply chain partners are broken. Our goal is to maximize the amount of high-quality global resources available to our clients at an affordable cost, across all industries and without geographical limitations.""​ -- Brandon Lu, Founder and CEO

Learn more at apastra.io. The time to bring your product idea to life is now.",2017,"Los Angeles, CA",https://media.licdn.com/dms/image/C560BAQHliZilpezr7Q/company-logo_400_400/0?e=1583971200&v=beta&t=kMNJGQOabNuQ69h9Xy1qm0ieLtACKtvo6a1HOAYmr80,Logistics & Supply Chain,"Apastra, Inc.",2.0,,"Manufacturing, Supply Chain, Supply Chain Management, Bespoke Supply Chain, Low Volume Production, Rapid Prototyping, Rapid Manufacturing, Consumer Electronics, Consumer Products , Logistics, Electrical Engineering, Mechanical Engineering, Vendor Management , Patent Law, Product Design, Product Engineering, IP Protection, and Custom Packaging",Privately Held,https://apastra.io/
"aphelion
",11-50 employees,"Aphe­lion was founded in 2006 in Sweden by a team of FX spe­cial­ists with deep exper­tise in elec­tronic trading. In 2018, Aphelion became a fully-owned subsidiary of the ION Group.

ION was founded in 1998 and provides mission-critical trading and workflow automation software solutions to corporates, central banks and financial institutions and is a pioneer and visionary innovator of automation technology. The Group's mission is to simplify complex processes, streamline businesses and give a competitive advantage to our customers. 

ION's Group headquarters are located in Dublin, Ireland.",2006,"Stockholm, Stockholm County",https://media.licdn.com/dms/image/C560BAQFIV56R_EADEA/company-logo_400_400/0?e=1583971200&v=beta&t=waRw_-ioOt-GAaovw5kL644ulTfpyXl92MRUymWSjho,Financial Services,Aphelion - an ION Group company,25.0,,,Privately Held,http://www.aphelion.se
"appexpress
",2-10 employees,"Young and ambitios ad network, providing an outstanding expirience for both, our publishers and our advertisers",,,,Marketing & Advertising,,,,,Partnership,http://appexpress.click
"appetiteproductions
",11-50 employees,"Appetite Productions is a full-service production company that creates video content for distribution across all media platforms. Our services include: financing and development through post-production services for television, feature films, short films, radio, digital advertising, live concerts and more. 

We pride ourselves on executing projects with the highest creativity and within budget.",,"Boston, MA","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Motion Pictures & Film,Appetite Productions,1.0,,,Privately Held,http://www.appetiteproductions.com
"appforge
",2-10 employees,"appForge is a software development firm working with entrepreneurs, startups, and innovating enterprises to build mobile applications on a variety of platforms.   

At appForge, we're not only experts at app development, we enjoy doing it. We take a personal approach and treat every customer like a partner.  We are a full-service web development company providing web & mobile development, web design, search engine optimization (SEO), technology analysis, scoping, social media consultation, and marketing campaigns.

From website building to social media game plans, appForge is your one stop for everything your company needs for growth, promotion, and all things tech.",,,https://media.licdn.com/dms/image/C4E0BAQH0hjh1bAMpBw/company-logo_400_400/0?e=1583971200&v=beta&t=bxvl5kWAsMB58HZSqkcxQfBNmgQ7eU3ks239CBvqHlk,Computer Software,appForge,1.0,,,Privately Held,
